epoch,aptitude,team_name,starter,pokemon_1,pokemon_2,pokemon_3,pokemon_4,pokemon_5,pokemon_6
9,719,Random 97,2,Palossand,Burmy,Krokorok,Omastar,Marill,Machamp
9,728,Random 57,5,Mightyena,Delcatty,Gliscor,Vanilluxe,Machamp,Durant
9,731,Random 50,1,Lilligant,Sandile,Golbat,Slaking,Absol,Fomantis
9,732,Random 57,4,Turtwig,Shellos,Spinda,Cacturne,Hitmontop,Spheal
9,753,Random 56,0,Cascoon,Tyranitar,Lickilicky,Meganium,Skorupi,Typhlosion
9,757,Random 97,0,Blaziken,Shellos,Lickitung,Jolteon,Bergmite,Electrike
9,759,Random 65,1,Crobat,Inkay,Golisopod,Electivire,Liepard,Swadloon
9,764,Random 66,5,Arbok,Emboar,Bellsprout,Cottonee,Decidueye,Glaceon
9,764,Random 81,2,Fraxure,Shelgon,Inkay,Swinub,Pinsir,Mime Jr.
9,768,Random 89,3,Slurpuff,Druddigon,Shellder,Whirlipede,Rhyperior,Furfrou
9,771,Random 66,0,Pineco,Palpitoad,Quilladin,Noctowl,Dewgong,Rhyhorn
9,772,Random 89,5,Machamp,Arbok,Cradily,Scyther,Glalie,Alakazam
9,780,Random 81,4,Infernape,Wailord,Noibat,Fraxure,Honedge,Archeops
9,782,Random 75,0,Alakazam,Archen,Serperior,Roselia,Golett,Zubat
9,785,Team 0,4,Volcarona,Barbaracle,Machop,Gothitelle,Mawile,Archeops
9,788,Team 78,5,Ampharos,Empoleon,Tyrantrum,Burmy,Scizor,Bruxish
9,790,Random 80,2,Kabutops,Heracross,Deerling,Porygon2,Swellow,Galvantula
9,797,Random 80,2,Scraggy,Pyroar,Onix,Tauros,Archeops,Oranguru
9,797,Random 93,5,Aipom,Arbok,Salamence,Bastiodon,Whirlipede,Castform
9,801,Random 77,5,Exeggutor,Golisopod,Pichu,Slowking,Gyarados,Jangmo-o
9,807,Random 82,5,Qwilfish,Scizor,Golurk,Diggersby,Mienshao,Nidoran-F
9,810,Random 56,4,Cleffa,Mamoswine,Decidueye,Tangrowth,Kricketot,Bewear
9,827,Random 56,5,Cyndaquil,Flareon,Abra,Corsola,Salamence,Dusclops
9,832,Random 95,3,Bonsly,Sceptile,Golurk,Axew,Stunfisk,Palossand
9,833,Random 60,3,Haxorus,Grumpig,Delibird,Swellow,Tentacruel,Stunky
9,834,Random 78,0,Bayleef,Metagross,Espurr,Tepig,Nidoqueen,Baltoy
9,835,Random 97,2,Pidgeot,Mime Jr.,Spearow,Manectric,Hydreigon,Goodra
9,836,Random 75,5,Porygon2,Seel,Type: Null,Dragonair,Wigglytuff,Whiscash
9,842,Random 99,1,Voltorb,Arbok,Dwebble,Cofagrigus,Psyduck,Tangela
9,849,Random 93,4,Pyroar,Amaura,Machop,Kricketune,Mawile,Metagross
9,858,Random 50,1,Marshtomp,Weezing,Lotad,Archeops,Donphan,Scyther
9,884,Random 77,1,Gogoat,Venusaur,Sceptile,Diggersby,Larvitar,Salamence
9,906,Random 68,4,Bellsprout,Aerodactyl,Gogoat,Salamence,Altaria,Ludicolo
9,910,Random 73,4,Ninetales,Jumpluff,Drampa,Gengar,Druddigon,Hitmonlee
9,914,Random 86,4,Toucannon,Cradily,Greninja,Decidueye,Scyther,Barbaracle
9,917,Random 69,4,Woobat,Armaldo,Lopunny,Chandelure,Torterra,Sandslash
9,926,Random 61,4,Cascoon,Klinklang,Rhydon,Archen,Kadabra,Banette
9,930,Random 92,0,Litten,Clefable,Garchomp,Vespiquen,Camerupt,Feraligatr
9,932,Random 76,4,Aggron,Porygon-Z,Altaria,Ninetales,Fearow,Abomasnow
9,934,Random 81,2,Floatzel,Volcarona,Tyranitar,Swampert,Silvally,Beautifly
9,943,Random 96,2,Nidoran-F,Dragonite,Sneasel,Shuppet,Arcanine,Spiritomb
9,945,Random 69,0,Roserade,Tepig,Gallade,Seel,Accelgor,Scatterbug
9,955,Random 82,1,Jellicent,Lanturn,Goomy,Shellder,Stunky,Staraptor
9,958,Random 75,0,Delphox,Bastiodon,Kangaskhan,Electivire,Floette,Gallade
9,986,Random 63,2,Gurdurr,Skuntank,Metagross,Riolu,Slaking,Avalugg
9,990,Random 87,3,Lickilicky,Pansage,Metagross,Alakazam,Tyranitar,Salazzle
10,92,Random 75,0,Aromatisse,Geodude,Decidueye,Gligar,Weezing,Conkeldurr
10,102,Random 77,5,Morelull,Chatot,Gliscor,Vanilluxe,Machamp,Durant
10,115,Random 80,3,Mawile,Scyther,Mamoswine,Glaceon,Gastly,Sunflora
10,168,Random 95,5,Elgyem,Araquanid,Stoutland,Clefable,Litwick,Blissey
10,192,Random 67,5,Greninja,Pignite,Solosis,Alomomola,Shuppet,Ambipom
10,222,Random 90,3,Nosepass,Mamoswine,Camerupt,Malamar,Archeops,Feraligatr
10,248,Random 60,1,Typhlosion,Skiddo,Talonflame,Bounsweet,Excadrill,Grotle
10,293,Random 76,4,Vileplume,Furfrou,Typhlosion,Leavanny,Sentret,Lampent
10,299,Random 73,4,Charizard,Poliwrath,Mudsdale,Stantler,Staraptor,Wigglytuff
10,344,Random 50,1,Binacle,Conkeldurr,Bunnelby,Ferrothorn,Kabuto,Shiftry
10,350,Random 96,3,Jellicent,Muk,Metagross,Golisopod,Ambipom,Volcarona
10,600,Random 77,4,Vespiquen,Dustox,Whirlipede,Tirtouga,Timburr,Exeggcute
10,600,Random 86,5,Numel,Mimikyu,Druddigon,Mienfoo,Oricorio,Chespin
10,601,Random 65,2,Phantump,Heracross,Deerling,Porygon2,Swellow,Galvantula
10,602,Random 99,5,Magikarp,Avalugg,Meganium,Forretress,Oranguru,Type: Null
10,603,Random 88,1,Crawdaunt,Croconaw,Volcarona,Goomy,Bronzor,Ferroseed
10,603,Random 97,5,Exeggutor,Donphan,Lickilicky,Rhyhorn,Dugtrio,Pachirisu
10,604,Random 54,3,Kadabra,Natu,Mantyke,Typhlosion,Phione,Dragalge
10,608,Random 83,0,Aromatisse,Togepi,Rhyhorn,Linoone,Snorlax,Poliwag
10,612,Random 92,1,Drifblim,Natu,Araquanid,Galvantula,Loudred,Jumpluff
10,613,Random 63,0,Braixen,Silvally,Blitzle,Azumarill,Flabebe,Kecleon
10,619,Random 89,1,Doublade,Pineco,Bruxish,Sharpedo,Pancham,Hypno
10,623,Random 52,2,Wigglytuff,Dragonite,Sneasel,Shuppet,Arcanine,Spiritomb
10,627,Random 82,4,Slaking,Feebas,Armaldo,Tyrantrum,Seedot,Klefki
10,628,Random 66,4,Dwebble,Hypno,Beheeyem,Tynamo,Barbaracle,Baltoy
10,636,Random 86,4,Toucannon,Porygon-Z,Altaria,Ninetales,Fearow,Abomasnow
10,654,Random 81,2,Forretress,Riolu,Scraggy,Ferroseed,Combee,Murkrow
10,655,Random 87,5,Bronzor,Scizor,Metang,Bagon,Scolipede,Poliwag
10,657,Random 94,2,Umbreon,Quagsire,Oricorio,Magby,Phanpy,Masquerain
10,658,Random 59,0,Victreebel,Persian,Oddish,Sandshrew,Goldeen,Tranquill
10,659,Random 84,3,Incineroar,Elekid,Caterpie,Ludicolo,Torchic,Glaceon
10,660,Random 55,5,Granbull,Gyarados,Rampardos,Florges,Gogoat,Kricketune
10,676,Random 53,2,Rattata,Scizor,Staravia,Floette,Passimian,Flygon
10,680,Random 74,0,Bulbasaur,Pidgey,Sunkern,Swirlix,Frillish,Patrat
10,682,Random 71,1,Gumshoos,Croagunk,Krabby,Gulpin,Archeops,Durant
10,686,Random 98,5,Typhlosion,Deerling,Grotle,Crabominable,Archen,Porygon
10,687,Random 58,1,Froslass,Barbaracle,Furfrou,Minior,Exeggutor,Pidgey
10,687,Random 62,4,Anorith,Poochyena,Mimikyu,Krabby,Chansey,Noctowl
10,689,Random 85,3,Phantump,Chinchou,Grubbin,Gyarados,Ninjask,Weezing
10,698,Random 72,1,Bibarel,Minior,Golisopod,Electivire,Liepard,Swadloon
10,700,Random 53,1,Magnezone,Golbat,Blitzle,Tyranitar,Monferno,Oranguru
10,704,Random 85,4,Dewgong,Durant,Piloswine,Brionne,Phione,Psyduck
10,711,Random 57,4,Mightyena,Delcatty,Flareon,Sigilyph,Zoroark,Durant
10,712,Random 52,0,Mudbray,Rapidash,Drampa,Metapod,Archeops,Pawniard
10,712,Random 72,5,Mightyena,Primarina,Hitmontop,Slurpuff,Medicham,Flygon
10,716,Random 50,1,Marshtomp,Castform,Lotad,Archeops,Donphan,Scyther
10,717,Random 65,0,Crobat,Inkay,Golisopod,Fletchling,Marowak,Ribombee
10,724,Random 82,5,Qwilfish,Scizor,Golurk,Diggersby,Mienshao,Nidoran-F
10,730,Random 91,3,Toxapex,Diggersby,Scrafty,Swellow,Tentacruel,Stunky
10,731,Random 93,3,Pyroar,Amaura,Machop,Kricketune,Mawile,Vigoroth
10,734,Random 62,5,Palpitoad,Pidgeot,Scrafty,Finneon,Scizor,Bruxish
10,748,Random 71,3,Unfezant,Nidoqueen,Stoutland,Combee,Breloom,Exeggutor
10,751,Random 77,4,Exeggutor,Golisopod,Noibat,Fraxure,Honedge,Archeops
10,751,Random 65,3,Stoutland,Trapinch,Hypno,Golbat,Spritzee,Spinda
10,752,Team 0,4,Volcarona,Barbaracle,Machop,Gothitelle,Mawile,Archeops
10,754,Random 60,5,Haxorus,Grumpig,Delibird,Lillipup,Lucario,Swoobat
10,755,Random 69,2,Woobat,Camerupt,Whimsicott,Metagross,Vulpix,Archen
10,757,Random 92,0,Litten,Clefable,Gallade,Seel,Accelgor,Scatterbug
10,759,Random 81,5,Infernape,Wailord,Pichu,Slowking,Gyarados,Jangmo-o
10,760,Random 91,4,Litten,Bayleef,Lanturn,Galvantula,Togekiss,Koffing
10,765,Team 78,5,Ampharos,Empoleon,Tyrantrum,Burmy,Gloom,Starmie
10,778,Random 70,2,Bounsweet,Fomantis,Chesnaught,Tangela,Pichu,Samurott
10,778,Random 96,4,Dodrio,Shuppet,Pidgeot,Meowstic-F,Phanpy,Minior
10,783,Random 73,1,Zigzagoon,Lopunny,Sandslash,Spinarak,Purrloin,Carbink
10,785,Random 75,0,Delphox,Bastiodon,Kangaskhan,Electivire,Floette,Gallade
10,788,Random 69,0,Geodude,Ambipom,Bunnelby,Drowzee,Grovyle,Kommo-o
10,793,Random 93,3,Metagross,Meowstic-F,Garbodor,Infernape,Pelipper,Psyduck
10,815,Random 93,2,Aipom,Arbok,Onix,Tauros,Archeops,Oranguru
10,816,Random 67,3,Minun,Miltank,Tangrowth,Victreebel,Primarina,Gloom
10,823,Random 56,0,Cyndaquil,Flareon,Serperior,Roselia,Golett,Zubat
10,823,Random 80,5,Scraggy,Pyroar,Salamence,Bastiodon,Whirlipede,Castform
10,829,Random 75,5,Alakazam,Archen,Abra,Corsola,Salamence,Dusclops
10,857,Random 96,1,Archeops,Palpitoad,Hariyama,Ninjask,Torterra,Kommo-o
10,857,Random 96,0,Nidoran-F,Gabite,Floatzel,Excadrill,Gastrodon,Togekiss
10,861,Random 69,0,Roserade,Tepig,Garchomp,Vespiquen,Camerupt,Feraligatr
10,883,Random 90,3,Litleo,Pidgeot,Araquanid,Seismitoad,Serperior,Golurk
10,901,Random 77,1,Gogoat,Venusaur,Sceptile,Diggersby,Larvitar,Salamence
10,906,Random 81,2,Floatzel,Volcarona,Tyranitar,Swampert,Silvally,Beautifly
10,912,Random 90,5,Torchic,Gigalith,Stunfisk,Marshtomp,Jynx,Barboach
10,913,Random 64,4,Blaziken,Gogoat,Toxapex,Dragonite,Lycanroc,Metagross
10,917,Random 76,4,Aggron,Cradily,Greninja,Decidueye,Scyther,Barbaracle
10,917,Random 80,2,Kabutops,Vigoroth,Mr. Mime,Braviary,Nuzleaf,Noivern
10,919,Random 56,5,Cascoon,Tyranitar,Lickilicky,Meganium,Skorupi,Alakazam
10,919,Random 99,4,Bouffalant,Darmanitan,Walrein,Kingler,Barboach,Metagross
10,926,Random 89,0,Machamp,Arbok,Cradily,Scyther,Glalie,Typhlosion
10,966,Random 73,4,Ninetales,Jumpluff,Drampa,Gengar,Druddigon,Hitmonlee
10,969,Random 97,2,Pidgeot,Mime Jr.,Spearow,Manectric,Hydreigon,Goodra
10,972,Random 76,4,Blastoise,Armaldo,Lopunny,Chandelure,Torterra,Sandslash
10,978,Random 63,3,Gurdurr,Skuntank,Metagross,Alakazam,Tyranitar,Salazzle
10,998,Random 87,2,Lickilicky,Pansage,Metagross,Riolu,Slaking,Avalugg
11,55,Random 51,2,Bellossom,Monferno,Scolipede,Nidorino,Tangrowth,Fearow
11,77,Random 50,1,Marshtomp,Croagunk,Krabby,Gulpin,Archeops,Durant
11,98,Random 78,3,Chikorita,Minun,Reuniclus,Kricketune,Swampert,Yungoos
11,103,Random 97,3,Frillish,Chimchar,Delibird,Scyther,Mothim,Hoothoot
11,108,Random 76,2,Axew,Scyther,Primeape,Cradily,Pidgeot,Ekans
11,112,Random 54,1,Karrablast,Jynx,Lickitung,Chandelure,Farfetch'd,Leafeon
11,123,Random 80,1,Kabutops,Vigoroth,Mr. Mime,Electivire,Liepard,Swadloon
11,127,Random 67,5,Beldum,Haxorus,Exeggutor,Mareanie,Popplio,Numel
11,130,Random 53,2,Cinccino,Tranquill,Klang,Tentacruel,Igglybuff,Haunter
11,131,Random 96,5,Archeops,Palpitoad,Hariyama,Alomomola,Shuppet,Ambipom
11,138,Random 63,0,Arcanine,Goldeen,Sunkern,Abra,Metang,Popplio
11,139,Random 60,2,Emolga,Xatu,Poliwrath,Nidoran-F,Vaporeon,Quilladin
11,152,Random 55,3,Snorlax,Galvantula,Magmar,Minun,Clamperl,Shroomish
11,215,Random 73,1,Zigzagoon,Lopunny,Sandslash,Spinarak,Purrloin,Carbink
11,223,Random 96,3,Doublade,Makuhita,Baltoy,Koffing,Emboar,Houndour
11,266,Random 67,1,Greninja,Pignite,Solosis,Ninjask,Torterra,Kommo-o
11,314,Random 57,4,Whirlipede,Beldum,Marowak,Breloom,Ninetales,Chingling
11,316,Random 70,5,Salamence,Furret,Pikachu,Bayleef,Scatterbug,Vanilluxe
11,326,Random 90,5,Nosepass,Grumpig,Delibird,Lillipup,Lucario,Swoobat
11,377,Random 63,1,Gurdurr,Venusaur,Sceptile,Diggersby,Larvitar,Salamence
11,600,Random 62,2,Florges,Zweilous,Cacnea,Klefki,Palpitoad,Illumise
11,600,Random 64,4,Cubone,Magnezone,Scolipede,Unfezant,Arcanine,Sawk
11,600,Random 74,4,Escavalier,Ekans,Bagon,Nidoran-M,Chandelure,Cleffa
11,600,Random 77,1,Seaking,Illumise,Noctowl,Slaking,Gengar,Victreebel
11,600,Random 79,0,Drifblim,Roselia,Claydol,Staryu,Piloswine,Florges
11,606,Random 86,2,Grumpig,Rowlet,Flareon,Bibarel,Altaria,Unfezant
11,614,Random 59,0,Clauncher,Combusken,Grubbin,Brionne,Aerodactyl,Starly
11,614,Random 89,1,Hypno,Spritzee,Clefairy,Golurk,Greninja,Nidoqueen
11,614,Random 91,0,Gliscor,Bibarel,Silcoon,Litleo,Paras,Torterra
11,615,Random 95,5,Bounsweet,Spritzee,Tentacool,Mimikyu,Politoed,Charizard
11,622,Random 84,3,Honedge,Slurpuff,Fennekin,Lunatone,Pachirisu,Swoobat
11,622,Random 90,0,Electrode,Pangoro,Starly,Shellder,Bonsly,Dugtrio
11,627,Random 68,2,Delphox,Conkeldurr,Beheeyem,Swampert,Grubbin,Furret
11,627,Random 88,2,Furret,Froakie,Zangoose,Pansear,Carbink,Kingdra
11,635,Random 75,4,Mamoswine,Pyroar,Raichu,Remoraid,Arcanine,Beldum
11,641,Random 92,1,Eevee,Lucario,Camerupt,Salazzle,Garbodor,Hawlucha
11,644,Random 50,0,Braviary,Lopunny,Whimsicott,Machamp,Onix,Starmie
11,645,Random 69,2,Woobat,Camerupt,Whimsicott,Metagross,Vulpix,Archen
11,652,Random 98,5,Venomoth,Stunfisk,Baltoy,Sawk,Bagon,Palpitoad
11,658,Random 61,3,Kecleon,Clamperl,Cyndaquil,Yanma,Jigglypuff,Swadloon
11,662,Random 80,1,Turtwig,Snover,Aipom,Medicham,Gothita,Corphish
11,668,Random 69,3,Palpitoad,Grubbin,Goodra,Swanna,Bunnelby,Taillow
11,673,Random 77,3,Morelull,Chatot,Gliscor,Vanilluxe,Tentacruel,Stunky
11,679,Random 71,1,Kecleon,Staryu,Dartrix,Palpitoad,Shedinja,Kakuna
11,690,Random 82,5,Qwilfish,Scizor,Golurk,Forretress,Oranguru,Type: Null
11,691,Random 81,5,Infernape,Wailord,Pichu,Slowking,Gyarados,Jangmo-o
11,691,Random 69,3,Geodude,Scyther,Mamoswine,Glaceon,Gastly,Sunflora
11,693,Random 96,0,Nidoran-F,Gabite,Floatzel,Excadrill,Gastrodon,Togekiss
11,696,Random 99,1,Vaporeon,Chinchou,Gorebyss,Komala,Rufflet,Cherubi
11,708,Random 91,5,Toxapex,Diggersby,Scrafty,Swellow,Machamp,Durant
11,710,Random 80,0,Mawile,Ambipom,Bunnelby,Drowzee,Grovyle,Kommo-o
11,712,Random 85,3,Phantump,Chinchou,Grubbin,Gyarados,Ninjask,Weezing
11,715,Random 65,5,Phantump,Primarina,Hitmontop,Slurpuff,Medicham,Flygon
11,718,Random 72,0,Vibrava,Yanmega,Skiddo,Heracross,Dartrix,Krokorok
11,719,Random 73,4,Charizard,Poliwrath,Mudsdale,Stantler,Staraptor,Wigglytuff
11,730,Random 53,2,Rattata,Scizor,Staravia,Floette,Passimian,Flygon
11,735,Random 71,4,Unfezant,Nidoqueen,Stoutland,Metapod,Archeops,Pawniard
11,735,Random 57,4,Mightyena,Delcatty,Flareon,Sigilyph,Zoroark,Durant
11,736,Team 0,4,Volcarona,Golisopod,Noibat,Fraxure,Honedge,Archeops
11,742,Random 52,1,Mudbray,Rapidash,Drampa,Combee,Breloom,Exeggutor
11,745,Random 58,5,Froslass,Barbaracle,Scrafty,Finneon,Scizor,Bruxish
11,756,Random 99,5,Magikarp,Avalugg,Meganium,Diggersby,Mienshao,Nidoran-F
11,757,Random 77,4,Exeggutor,Barbaracle,Machop,Gothitelle,Mawile,Archeops
11,760,Random 58,4,Clamperl,Florges,Meowth,Crabrawler,Hypno,Baltoy
11,763,Random 72,2,Mightyena,Heracross,Deerling,Porygon2,Swellow,Galvantula
11,785,Random 71,1,Gumshoos,Castform,Lotad,Archeops,Donphan,Scyther
11,787,Random 52,2,Wigglytuff,Dragonite,Sneasel,Shuppet,Arcanine,Spiritomb
11,809,Random 69,0,Roserade,Arbok,Cradily,Scyther,Glalie,Typhlosion
11,810,Random 72,2,Bibarel,Minior,Golisopod,Braviary,Nuzleaf,Noivern
11,813,Random 75,0,Delphox,Bastiodon,Kangaskhan,Electivire,Floette,Gallade
11,814,Team 78,5,Ampharos,Empoleon,Tyrantrum,Burmy,Gloom,Starmie
11,816,Random 89,0,Machamp,Tepig,Garchomp,Vespiquen,Camerupt,Feraligatr
11,828,Random 62,1,Palpitoad,Pidgeot,Furfrou,Minior,Exeggutor,Pidgey
11,832,Random 76,3,Aggron,Cradily,Garbodor,Infernape,Pelipper,Psyduck
11,853,Random 82,0,Slaking,Feebas,Armaldo,Magmortar,Dragonite,Alakazam
11,854,Random 73,3,Bellossom,Buneary,Shuckle,Mienshao,Makuhita,Hariyama
11,860,Random 90,3,Litleo,Pidgeot,Araquanid,Seismitoad,Serperior,Golurk
11,873,Random 93,0,Misdreavus,Tauros,Vullaby,Slowbro,Archeops,Cacturne
11,886,Random 82,2,Zoroark,Weedle,Shelmet,Shuppet,Cherubi,Volbeat
11,902,Random 56,3,Whirlipede,Mareanie,Rockruff,Amaura,Carracosta,Staryu
11,907,Random 99,2,Bouffalant,Darmanitan,Walrein,Manectric,Hydreigon,Goodra
11,912,Random 97,4,Pidgeot,Mime Jr.,Spearow,Kingler,Barboach,Metagross
11,922,Random 76,3,Blastoise,Muk,Metagross,Golisopod,Ambipom,Volcarona
11,933,Random 56,4,Stoutland,Dragalge,Golem,Tyrantrum,Seedot,Klefki
11,938,Random 93,4,Metagross,Meowstic-F,Greninja,Decidueye,Scyther,Barbaracle
11,963,Random 81,5,Floatzel,Volcarona,Tyranitar,Swampert,Skorupi,Alakazam
11,964,Random 56,2,Cascoon,Tyranitar,Lickilicky,Meganium,Silvally,Beautifly
11,966,Random 96,4,Jellicent,Armaldo,Lopunny,Chandelure,Torterra,Sandslash
11,966,Random 73,4,Ninetales,Jumpluff,Drampa,Gengar,Druddigon,Hitmonlee
11,992,Random 77,3,Gogoat,Skuntank,Metagross,Alakazam,Tyranitar,Salazzle
12,201,Random 75,0,Mamoswine,Pyroar,Raichu,Remoraid,Arcanine,Feraligatr
12,358,Random 99,2,Bouffalant,Darmanitan,Walrein,Manectric,Hydreigon,Goodra
12,600,Random 61,3,Lombre,Meowstic-F,Eevee,Munna,Elekid,Vivillon
12,600,Random 81,1,Sliggoo,Cascoon,Arcanine,Floette,Miltank,Aerodactyl
12,600,Random 96,4,Vileplume,Politoed,Liepard,Bonsly,Togetic,Togepi
12,601,Random 52,5,Klinklang,Ivysaur,Wormadam,Vikavolt,Heracross,Phione
12,601,Random 71,2,Bagon,Bronzong,Porygon2,Sentret,Tyrogue,Stunfisk
12,602,Random 58,5,Lombre,Garchomp,Beldum,Snivy,Vanillite,Feraligatr
12,602,Random 70,3,Drilbur,Tentacruel,Glalie,Torracat,Metapod,Shelmet
12,602,Random 98,5,Ledian,Floatzel,Crawdaunt,Karrablast,Ursaring,Tympole
12,604,Random 97,0,Skrelp,Shellos,Pikipek,Golisopod,Infernape,Primeape
12,605,Random 84,3,Slaking,Happiny,Linoone,Breloom,Type: Null,Minccino
12,606,Random 90,5,Pachirisu,Bergmite,Greninja,Kingler,Chansey,Marill
12,607,Random 83,1,Crobat,Ledian,Archeops,Stunky,Aron,Feebas
12,608,Random 62,5,Hakamo-o,Togedemaru,Clefairy,Walrein,Nuzleaf,Shiftry
12,609,Random 94,4,Mandibuzz,Houndoom,Clawitzer,Poochyena,Marowak,Hoppip
12,612,Random 74,5,Darmanitan,Minccino,Snubbull,Rhyperior,Carnivine,Aegislash
12,618,Random 57,4,Cloyster,Slowpoke,Mareep,Vigoroth,Tangela,Dragonite
12,621,Random 54,4,Lampent,Crawdaunt,Shelmet,Cacnea,Hippowdon,Poliwag
12,623,Random 72,5,Luxio,Vibrava,Maractus,Malamar,Shellder,Rhydon
12,625,Random 79,3,Rockruff,Castform,Roselia,Lombre,Oricorio,Swampert
12,627,Random 78,3,Vullaby,Slowpoke,Oranguru,Chikorita,Lopunny,Remoraid
12,635,Random 77,5,Exeggutor,Wailord,Pichu,Slowking,Gyarados,Jangmo-o
12,639,Random 87,2,Type: Null,Yamask,Ferrothorn,Larvesta,Bronzor,Corsola
12,641,Random 85,1,Phantump,Chinchou,Grubbin,Whirlipede,Stunfisk,Pyroar
12,641,Random 60,3,Mimikyu,Garchomp,Shiftry,Gigalith,Probopass,Gengar
12,643,Random 73,4,Ninetales,Jumpluff,Drampa,Gengar,Torterra,Sandslash
12,645,Random 66,0,Chingling,Sentret,Teddiursa,Bulbasaur,Skorupi,Vanillish
12,645,Random 67,3,Roserade,Scolipede,Frillish,Kabuto,Shuppet,Azumarill
12,645,Random 91,4,Gyarados,Tropius,Banette,Honedge,Fearow,Komala
12,653,Random 96,5,Archeops,Palpitoad,Hariyama,Alomomola,Shuppet,Ambipom
12,654,Random 53,2,Meowstic-F,Drifloon,Politoed,Turtwig,Timburr,Spritzee
12,660,Random 91,0,Toxapex,Diggersby,Scrafty,Swellow,Machamp,Starly
12,661,Random 86,1,Amaura,Sharpedo,Aerodactyl,Kadabra,Crawdaunt,Seedot
12,663,Random 57,2,Mightyena,Delcatty,Staravia,Floette,Passimian,Flygon
12,664,Random 89,1,Hypno,Spritzee,Clefairy,Golurk,Greninja,Nidoqueen
12,669,Random 72,4,Mightyena,Heracross,Deerling,Fraxure,Honedge,Archeops
12,674,Random 95,1,Beedrill,Burmy,Blastoise,Granbull,Remoraid,Klinklang
12,678,Random 85,3,Froslass,Crabominable,Swinub,Gyarados,Ninjask,Weezing
12,680,Random 71,5,Gumshoos,Castform,Lotad,Slurpuff,Medicham,Flygon
12,682,Random 85,1,Dunsparce,Heracross,Samurott,Muk,Shellos,Electrode
12,684,Random 65,1,Phantump,Primarina,Hitmontop,Archeops,Donphan,Scyther
12,688,Random 53,4,Rattata,Scizor,Flareon,Sigilyph,Zoroark,Durant
12,690,Random 59,2,Swellow,Bewear,Hippowdon,Relicanth,Buizel,Phione
12,691,Random 90,5,Nosepass,Grumpig,Delibird,Lillipup,Lucario,Swoobat
12,691,Random 59,5,Clauncher,Combusken,Grubbin,Brionne,Aerodactyl,Durant
12,696,Team 78,5,Ampharos,Empoleon,Tyrantrum,Burmy,Gloom,Starmie
12,698,Random 51,2,Bellossom,Monferno,Scolipede,Nidorino,Tangrowth,Fearow
12,705,Random 52,2,Wigglytuff,Dragonite,Sneasel,Shuppet,Arcanine,Spiritomb
12,727,Random 93,3,Misdreavus,Tauros,Vullaby,Slowbro,Archeops,Psyduck
12,733,Random 76,0,Aggron,Cradily,Garbodor,Infernape,Pelipper,Cacturne
12,736,Random 73,2,Zigzagoon,Lopunny,Sandslash,Metagross,Vulpix,Archen
12,736,Random 51,1,Makuhita,Horsea,Ursaring,Politoed,Archen,Swadloon
12,739,Random 68,3,Ribombee,Skiddo,Passimian,Swirlix,Patrat,Shiinotic
12,740,Random 68,2,Delphox,Conkeldurr,Beheeyem,Swampert,Grubbin,Furret
12,743,Random 82,4,Qwilfish,Scizor,Golurk,Forretress,Archeops,Pawniard
12,743,Random 73,4,Charizard,Poliwrath,Mudsdale,Stantler,Staraptor,Wigglytuff
12,745,Random 71,5,Unfezant,Nidoqueen,Stoutland,Metapod,Oranguru,Type: Null
12,746,Random 62,0,Palpitoad,Pidgeot,Kangaskhan,Electivire,Floette,Gallade
12,757,Random 93,0,Raichu,Anorith,Chingling,Meditite,Swalot,Cubchoo
12,762,Random 81,4,Infernape,Barbaracle,Machop,Gothitelle,Mawile,Archeops
12,768,Team 0,2,Volcarona,Golisopod,Noibat,Porygon2,Swellow,Galvantula
12,781,Random 89,4,Machamp,Tepig,Garchomp,Vespiquen,Camerupt,Beldum
12,781,Random 76,3,Hypno,Natu,Bouffalant,Mareep,Infernape,Mismagius
12,788,Random 89,0,Avalugg,Machop,Roserade,Florges,Bronzor,Luxio
12,804,Random 64,4,Scizor,Duosion,Larvesta,Cacturne,Lunatone,Sunkern
12,805,Random 70,0,Salamence,Arbok,Cradily,Scyther,Glalie,Typhlosion
12,820,Random 75,2,Wingull,Tropius,Wigglytuff,Gligar,Probopass,Rufflet
12,822,Random 69,5,Roserade,Furret,Pikachu,Bayleef,Scatterbug,Vanilluxe
12,823,Random 92,3,Eevee,Lucario,Araquanid,Seismitoad,Serperior,Golurk
12,826,Random 90,1,Litleo,Pidgeot,Camerupt,Salazzle,Garbodor,Hawlucha
12,848,Random 72,3,Bibarel,Minior,Camerupt,Malamar,Archeops,Feraligatr
12,851,Random 92,1,Kingdra,Petilil,Gastrodon,Persian,Clefable,Weavile
12,857,Random 60,2,Haxorus,Mamoswine,Golisopod,Braviary,Nuzleaf,Noivern
12,860,Random 69,1,Woobat,Camerupt,Whimsicott,Spinarak,Purrloin,Carbink
12,870,Random 64,4,Cubone,Magnezone,Scolipede,Unfezant,Arcanine,Sawk
12,874,Random 76,2,Axew,Scyther,Primeape,Cradily,Pidgeot,Ekans
12,898,Random 97,0,Pidgeot,Mime Jr.,Spearow,Kingler,Barboach,Starmie
12,906,Random 76,3,Blastoise,Muk,Metagross,Golisopod,Ambipom,Volcarona
12,907,Random 50,4,Braviary,Lopunny,Whimsicott,Machamp,Onix,Metagross
